Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2021,W,AANB,550,,001,Topics in Animal Welfare,Alexandra Protopopova,11,92.727272727,2.611164839,95.0,90.0,0,0,0,0,0,0,0,0,0,0,11
UBCV,2021,W,AANB,550,,OVERALL,Topics in Animal Welfare,,11,92.727272727,2.611164839,95.0,90.0,0,0,0,0,0,0,0,0,0,0,11
UBCV,2021,W,ACAM,250,,001,Asian Canadians in Popular Culture,Elaina Nguyen;John Paul Catungal,50,77.96,10.604119338,93.0,46.0,1,2,1,1,2,2,5,3,17,12,4
UBCV,2021,W,ACAM,250,,OVERALL,Asian Canadians in Popular Culture,,50,77.96,10.604119338,93.0,46.0,1,2,1,1,2,2,5,3,17,12,4
UBCV,2021,W,ACAM,300,,001,Dis/Orienting Asian Canada,Laura Ishiguro;Nicole Yakashiro,48,77.604166667,17.594413503,91.0,5.0,3,1,0,0,1,1,3,10,8,16,5
UBCV,2021,W,ACAM,300,,OVERALL,Dis/Orienting Asian Canada,,48,77.604166667,17.594413503,91.0,5.0,3,1,0,0,1,1,3,10,8,16,5
UBCV,2021,W,ACAM,320,B,001,Selected Topics in ACAM Studies,Athina Anjelica Leung;Benjamin Cheung,53,80.245283019,13.027936935,92.0,8.0,1,1,1,0,0,4,5,2,14,18,7
UBCV,2021,W,ACAM,320,B,OVERALL,Selected Topics in ACAM Studies,,53,80.245283019,13.027936935,92.0,8.0,1,1,1,0,0,4,5,2,14,18,7
UBCV,2021,W,ACAM,320,D,001,Selected Topics in ACAM Studies,Danielle Wong,12,80.916666667,3.553700589,86.0,75.0,0,0,0,0,0,0,2,3,5,2,0
UBCV,2021,W,ACAM,320,D,OVERALL,Selected Topics in ACAM Studies,,12,80.916666667,3.553700589,86.0,75.0,0,0,0,0,0,0,2,3,5,2,0
UBCV,2021,W,ACAM,350,,001,Asian Canadian Community-Based Media,Alejandro Yoshizawa,18,84.944444444,3.621378064,90.0,77.0,0,0,0,0,0,0,0,1,6,9,2
UBCV,2021,W,ACAM,350,,OVERALL,Asian Canadian Community-Based Media,,18,84.944444444,3.621378064,90.0,77.0,0,0,0,0,0,0,0,1,6,9,2
UBCV,2021,W,ACAM,447,C,001,Directed Studies in Asian Canadian and Asian Migration,,9,94.333333333,2.958039892,98.0,90.0,0,0,0,0,0,0,0,0,0,0,9
UBCV,2021,W,ACAM,447,C,OVERALL,Directed Studies in Asian Canadian and Asian Migration,,9,94.333333333,2.958039892,98.0,90.0,0,0,0,0,0,0,0,0,0,0,9
UBCV,2021,W,ADHE,327,,63A,Teaching Adults,Dave Smulders;Hongxia Shan,29,81.103448276,8.865441845,95.0,50.0,0,1,0,0.0,2.0,1.0,0,4.0,10,9,2
UBCV,2021,W,ADHE,327,,63B,Teaching Adults,Dave Smulders,28,83.678571429,8.463663384,94.0,55.0,0,0,1,0.0,0.0,1.0,2,2.0,7,7,8
UBCV,2021,W,ADHE,327,,63C,Teaching Adults,Laura Servage;Pierre Walter;Vicheth Sen,25,88.32,5.757024695,96.0,68.0,0,0,0,0.0,0.0,1.0,0,0.0,3,9,12
UBCV,2021,W,ADHE,327,,63D,Teaching Adults,Dave Smulders,28,78.678571429,17.911414882,94.0,0.0,1,1,0,0.0,0.0,4.0,1,1.0,8,7,5
UBCV,2021,W,ADHE,327,,63E,Teaching Adults,Dave Smulders;Laura Servage;Vicheth Sen,27,78.703703704,9.235445159,91.0,56.0,0,0,2,0.0,1.0,2.0,5,4.0,3,8,2
UBCV,2021,W,ADHE,327,,63F,Teaching Adults,Hongxia Shan;Sharon Jarvis,27,81.62962963,17.759392202,97.0,0.0,1,0,0,0.0,1.0,0.0,2,1.0,9,7,6
UBCV,2021,W,ADHE,327,,OVERALL,Teaching Adults,,164,81.920731707,12.560520854,97.0,0.0,2,2,3,0.0,4.0,9.0,10,12.0,40,47,35
UBCV,2021,W,ADHE,328,,63A,Institutions of Adult Education,Kapil Regmi;Kari Grain,19,86.368421053,21.37550656,98.0,0.0,1,0,0,0.0,0.0,0.0,0,0.0,1,5,12
UBCV,2021,W,ADHE,328,,63B,Institutions of Adult Education,Jennifer Chan;Vicheth Sen,16,81.375,5.402160062,86.0,71.0,0,0,0,0.0,0.0,1.0,3,0.0,6,6,0
UBCV,2021,W,ADHE,328,,63C,Institutions of Adult Education,Jennifer Chan;Kari Grain,28,87.428571429,6.751836905,95.0,62.0,0,0,0,1.0,0.0,0.0,1,1.0,1,10,14
UBCV,2021,W,ADHE,328,,63D,Institutions of Adult Education,Jennifer Chan;Kari Grain,28,84.392857143,11.357292602,93.0,40.0,1,0,0,1.0,0.0,1.0,1,0.0,4,8,12
UBCV,2021,W,ADHE,328,,63E,Institutions of Adult Education,Kapil Regmi;Vicheth Sen,24,77.958333333,8.195858799,87.0,60.0,0,0,0,4.0,0.0,0.0,2,2.0,15,1,0
UBCV,2021,W,ADHE,328,,63F,Institutions of Adult Education,Kari Grain;Vicheth Sen,27,85.62962963,7.796193095,95.0,60.0,0,0,0,1.0,0.0,0.0,2,1.0,6,5,12
UBCV,2021,W,ADHE,328,,OVERALL,Institutions of Adult Education,,142,84.063380282,11.298160767,98.0,0.0,2,0,0,7.0,0.0,2.0,9,4.0,33,35,50
UBCV,2021,W,ADHE,329,,63A,"Developing Short Courses, Workshops and Seminars",Kapil Regmi;Omer Aijazi,28,84.607142857,8.056923803,95.0,63.0,0,0,0,1.0,2.0,0.0,0,1.0,5,12,7
UBCV,2021,W,ADHE,329,,63B,"Developing Short Courses, Workshops and Seminars",Thomas Joda Sork;Vicheth Sen,28,79.714285714,5.753305928,88.0,67.0,0,0,0,0.0,1.0,3.0,3,4.0,9,8,0
UBCV,2021,W,ADHE,329,,63C,"Developing Short Courses, Workshops and Seminars",Sharon Jarvis,29,90.172413793,17.645454626,98.0,0.0,1,0,0,0.0,0.0,0.0,0,0.0,1,0,27
UBCV,2021,W,ADHE,329,,63D,"Developing Short Courses, Workshops and Seminars",Omer Aijazi,29,83.75862069,7.858822033,92.0,65.0,0,0,0,0.0,2.0,1.0,1,3.0,5,7,10
UBCV,2021,W,ADHE,329,,63E,"Developing Short Courses, Workshops and Seminars",Kapil Regmi;Vicheth Sen,26,79.576923077,5.092528464,87.0,66.0,0,0,0,0.0,1.0,1.0,2,7.0,11,4,0
UBCV,2021,W,ADHE,329,,63F,"Developing Short Courses, Workshops and Seminars",Kapil Regmi;Sharon Jarvis,26,83.230769231,18.115866399,96.0,0.0,1,0,0,0.0,0.0,0.0,2,3.0,3,7,10
UBCV,2021,W,ADHE,329,,OVERALL,"Developing Short Courses, Workshops and Seminars",,166,83.602409639,12.079473959,98.0,0.0,2,0,0,1.0,6.0,5.0,8,18.0,34,38,54
UBCV,2021,W,ADHE,330,,022,The Community Practice of Adult Education,Alison Taylor;Elena Ignatovich;Jennifer Anaquod,27,84.814814815,2.587500086,89.0,76.0,0,0,0,0.0,0.0,0.0,0,1.0,11,15,0
UBCV,2021,W,ADHE,330,,63A,The Community Practice of Adult Education,Bathseba Opini;Deonarine Bishundayal;Lindsay Cole,26,80.923076923,10.248602156,96.0,56.0,0,0,1,1.0,0.0,3.0,3,2.0,4,5,7
UBCV,2021,W,ADHE,330,,63B,The Community Practice of Adult Education,Deonarine Bishundayal;Lindsay Cole,26,79.884615385,12.222362859,98.0,52.0,0,2,0,1.0,2.0,0.0,1,4.0,7,4,5
UBCV,2021,W,ADHE,330,,63C,The Community Practice of Adult Education,Lindsay Cole,21,83.142857143,8.719436417,94.0,61.0,0,0,0,1.0,1.0,0.0,1,2.0,6,3,7
UBCV,2021,W,ADHE,330,,63D,The Community Practice of Adult Education,Bathseba Opini,25,83.88,5.659210781,92.0,65.0,0,0,0,0.0,1.0,0.0,1,1.0,6,14,2
UBCV,2021,W,ADHE,330,,63E,The Community Practice of Adult Education,Deonarine Bishundayal;Stephanie Glick,26,81.153846154,17.124701008,92.0,0.0,1,0,0,0.0,0.0,0.0,2,0.0,9,10,4
UBCV,2021,W,ADHE,330,,OVERALL,The Community Practice of Adult Education,,151,82.278145695,10.531957045,98.0,0.0,1,2,1,3.0,4.0,3.0,8,10.0,43,51,25
UBCV,2021,W,ADHE,412,,63A,An Overview of Adult Education,Carolina Palacios,28,75.214285714,8.870914366,87.0,50.0,0,1,1,2.0,0.0,2.0,5,7.0,6,4,0
UBCV,2021,W,ADHE,412,,63B,An Overview of Adult Education,Carolina Palacios;Sharon Jarvis,27,71.592592593,18.618145118,90.0,0.0,2,1,0,1.0,0.0,2.0,6,8.0,3,3,1
UBCV,2021,W,ADHE,412,,63C,An Overview of Adult Education,Carolina Palacios,26,73.153846154,10.536383849,90.0,42.0,1,2,0,0.0,0.0,4.0,7,5.0,4,2,1
UBCV,2021,W,ADHE,412,,63D,An Overview of Adult Education,Carolina Palacios,26,73.846153846,9.747583527,88.0,50.0,0,2,1,1.0,1.0,1.0,7,5.0,6,2,0
UBCV,2021,W,ADHE,412,,63E,An Overview of Adult Education,Carolina Palacios,24,74.25,10.100581128,90.0,41.0,1,0,0,1.0,2.0,1.0,7,6.0,3,2,1
UBCV,2021,W,ADHE,412,,63F,An Overview of Adult Education,Carolina Palacios,23,73.043478261,9.560706806,86.0,50.0,0,2,0,0.0,3.0,2.0,5,6.0,2,3,0
UBCV,2021,W,ADHE,412,,OVERALL,An Overview of Adult Education,,154,73.525974026,11.673778254,90.0,0.0,4,8,2,5.0,6.0,12.0,37,37.0,24,16,3
UBCV,2021,W,AFST,250,A,001,Introduction to African Studies,Joann Anokwuru;Justice Gbolonyo,41,78.609756098,14.035451629,94.0,21.0,1,1,1,3,1.0,4,4,3,2,12,9
UBCV,2021,W,AFST,250,A,002,Introduction to African Studies,Joann Anokwuru;Justice Gbolonyo,36,78.833333333,16.863316061,95.0,0.0,1,1,1,1,0.0,2,2,6,6,9,7
UBCV,2021,W,AFST,250,A,003,Introduction to African Studies,Joann Anokwuru;Justice Gbolonyo,25,77.84,15.195064988,92.0,24.0,1,2,0,0,0.0,2,1,3,5,7,4
UBCV,2021,W,AFST,250,A,OVERALL,Introduction to African Studies,,102,78.5,15.217726766,95.0,0.0,3,4,2,4,1.0,8,7,12,13,28,20
UBCV,2021,W,AFST,308,,002,The Languages of Africa,Joash Gambarage,12,80.0,8.17979773,91.0,66.0,0,0,0,0,1.0,1,1,2,3,2,2
UBCV,2021,W,AFST,308,,OVERALL,The Languages of Africa,,12,80.0,8.17979773,91.0,66.0,0,0,0,0,1.0,1,1,2,3,2,2
UBCV,2021,W,AFST,351,A,001,Perspectives in African Studies: Literary and Theoretical Approaches,Deena Dinat,36,72.5,18.569560346,88.0,7.0,4,0,0,1,1.0,2,5,6,12,5,0
UBCV,2021,W,AFST,351,A,OVERALL,Perspectives in African Studies: Literary and Theoretical Approaches,,36,72.5,18.569560346,88.0,7.0,4,0,0,1,1.0,2,5,6,12,5,0
UBCV,2021,W,AFST,352,A,002,Perspectives in African Studies: A Social Science Approach,Joann Anokwuru;Justice Gbolonyo,18,80.666666667,10.538445024,89.0,60.0,0,0,0,2,0.0,3,0,1,2,10,0
UBCV,2021,W,AFST,352,A,OVERALL,Perspectives in African Studies: A Social Science Approach,,18,80.666666667,10.538445024,89.0,60.0,0,0,0,2,0.0,3,0,1,2,10,0
UBCV,2021,W,AFST,370,A,001,Literatures and Cultures of Africa and/or the Middle East,Suzanne James,11,63.909090909,27.983761525,83.0,0.0,2,0,0,0,0.0,1,3,2,3,0,0
UBCV,2021,W,AFST,370,A,OVERALL,Literatures and Cultures of Africa and/or the Middle East,,11,63.909090909,27.983761525,83.0,0.0,2,0,0,0,0.0,1,3,2,3,0,0
UBCV,2021,W,AFST,450,R,001,African Diasporic Culture in African Canadian Communities,Calisto Mudzingwa;Calisto Muzingwa;Chilenye Nwapi;Deena Dinat,17,86.470588235,5.990801773,93.0,67.0,0,0,0,0,1.0,0,0,1,1,8,6
UBCV,2021,W,AFST,450,R,OVERALL,African Diasporic Culture in African Canadian Communities,,17,86.470588235,5.990801773,93.0,67.0,0,0,0,0,1.0,0,0,1,1,8,6
UBCV,2021,W,ANAT,392,,001,Gross Anatomy of the Limbs and Trunk,Alina Constantin;David Anekwe;Fraser Perry;Harminder Toor;Julia Wimmers Klick;Kerrie Roberts;Majid Alimohammadi;Masoumeh Ghodousi;Rae Marchal;Sean Campbell;Sean Maurice,100,84.22,7.369853966,97.0,64.0,0,0,0,0,4,3,6,11,19,29,28
UBCV,2021,W,ANAT,392,,OVERALL,Gross Anatomy of the Limbs and Trunk,,100,84.22,7.369853966,97.0,64.0,0,0,0,0,4,3,6,11,19,29,28
UBCV,2021,W,ANAT,511,,001,Fundamentals of Body Design: Basic Principles in Human Anatomy as Illustrated by the Organization of the Back and Upper Limb,Claudia Krebs,8,95.25,4.713203339,99.0,85.0,0,0,0,0,0,0,0,0,0,1,7
UBCV,2021,W,ANAT,511,,OVERALL,Fundamentals of Body Design: Basic Principles in Human Anatomy as Illustrated by the Organization of the Back and Upper Limb,,8,95.25,4.713203339,99.0,85.0,0,0,0,0,0,0,0,0,0,1,7
UBCV,2021,W,ANTH,100,A,002,Introduction to Cultural Anthropology,Amirpouyan Shiva;Bing Yan;Raphael Deberdt;Sara Shneiderman,100,75.31,4.88802908,90.0,53.0,0,1,0.0,1,4,7,39,31,15,1,1
UBCV,2021,W,ANTH,100,A,003,Introduction to Cultural Anthropology,Mahashewta Bhattacharya;Robert Hanks;Sara Shneiderman;Wade Davis,144,80.444444444,15.862952299,97.0,0.0,6,3,2,2,6,6,6,10,25,37,41
UBCV,2021,W,ANTH,100,A,004,Introduction to Cultural Anthropology,Amirpouyan Shiva;Connor Sziklasi;Josephine Klein,127,74.74015748,9.95722008,87.0,0.0,3,0.0,1,2,4,17,30,32,32,6,0
UBCV,2021,W,ANTH,100,A,100,Introduction to Cultural Anthropology,Byron Clark;Kendra Jewell;Robert Hanks;Rosalie Gunawan;Wade Davis;Younus Mushtaq Ahmed,319,73.579937304,15.965342929,96.0,0.0,22,6,9,14,22,28,30,56,70,42,20
UBCV,2021,W,ANTH,100,A,OVERALL,Introduction to Cultural Anthropology,,690,75.476811594,14.084038098,97.0,0.0,31,10,12,19,36,58,105,129,142,86,62
UBCV,2021,W,ANTH,201,,001,Ethnic Relations,David Ryniker;Rodrigo Arthuso Arantes Faria,37,66.027027027,18.469925234,91.0,0.0,5,2,3,2,2,9,1,2,8,1,2
UBCV,2021,W,ANTH,201,,OVERALL,Ethnic Relations,,37,66.027027027,18.469925234,91.0,0.0,5,2,3,2,2,9,1,2,8,1,2
UBCV,2021,W,ANTH,202,A,001,Contemporary Social Problems,Cheyanne Connell;Elias Alexander;Meghna Vijai;Sabina Magliocco,143,79.468531469,14.08715537,98.0,0.0,8,4,2,2,1,5,10,20,30,34,27
UBCV,2021,W,ANTH,202,A,OVERALL,Contemporary Social Problems,,143,79.468531469,14.08715537,98.0,0.0,8,4,2,2,1,5,10,20,30,34,27
UBCV,2021,W,ANTH,202,B,001,Contemporary Social Problems,Mengyang Wu;Zhichun Jing,59,71.338983051,23.492926426,94.0,0.0,9,1,0,0,1,3,7,8,14,13,3
UBCV,2021,W,ANTH,202,B,OVERALL,Contemporary Social Problems,,59,71.338983051,23.492926426,94.0,0.0,9,1,0,0,1,3,7,8,14,13,3
UBCV,2021,W,ANTH,203,,001,Anthropology of Drugs,Chris Springer;Lara Sarlak;Shaylih Muehlmann;Sonya Prasad;Sophie Mckenzie,160,70.6,9.201585863,90.0,32.0,2,8,8,12,15,32,36,18,25,3,1
UBCV,2021,W,ANTH,203,,200,Anthropology of Drugs,Danya Fast;Jason Vergne;Mengyang Wu;Younus Mushtaq Ahmed,130,76.1,17.692397526,95.0,5.0,7,7,8,4,5,5,3,13,26,29,23
UBCV,2021,W,ANTH,203,,OVERALL,Anthropology of Drugs,,290,73.065517241,13.921648668,95.0,5.0,9,15,16,16,20,37,39,31,51,32,24
UBCV,2021,W,ANTH,205,,001,The Anthropology of Insurrections and Revolution,Gaston Gordillo;Jason Vergne,92,71.967391304,14.008985411,94.0,0.0,3,3,4,7,9,12,12,15,15,6,6
UBCV,2021,W,ANTH,205,,OVERALL,The Anthropology of Insurrections and Revolution,,92,71.967391304,14.008985411,94.0,0.0,3,3,4,7,9,12,12,15,15,6,6
UBCV,2021,W,ANTH,206,,002,"Witches, Vampires, and Zombies: Anthropology of the Supernatural",Alisha Wilkinson;Erin Socholotiuk;Sabina Magliocco;Sadie Dean Rittman,146,80.04109589,14.955048375,98.0,0.0,5,0.0,2,4,5,7,10,21,26,36,30
UBCV,2021,W,ANTH,206,,OVERALL,"Witches, Vampires, and Zombies: Anthropology of the Supernatural",,146,80.04109589,14.955048375,98.0,0.0,5,0.0,2,4,5,7,10,21,26,36,30
UBCV,2021,W,ANTH,210,,001,Eating Culture,Caitlin Gordon-Walker;Christopher Smith;Gabriel Lee;Huabin Zhou;Tracey Heatherington,132,73.462121212,11.24019865,88.0,1.0,3,1,7,4,10,15,28,26,28,10,0
UBCV,2021,W,ANTH,210,,OVERALL,Eating Culture,,132,73.462121212,11.24019865,88.0,1.0,3,1,7,4,10,15,28,26,28,10,0
UBCV,2021,W,ANTH,213,,002,"Sex, Gender, and Culture",Elias Alexander;Kendra Jewell;Rafael Wainer,99,71.262626263,17.378491197,96.0,0.0,6,5,7,3,3,13,17,10,19,10,6
UBCV,2021,W,ANTH,213,,OVERALL,"Sex, Gender, and Culture",,99,71.262626263,17.378491197,96.0,0.0,6,5,7,3,3,13,17,10,19,10,6
UBCV,2021,W,ANTH,215,,002,Japanese Popular Culture,Kathleen Wise;Millie Creighton,75,70.4,15.006304981,90.0,0.0,3,2,2,9,7,6,13,10,19,3,1
UBCV,2021,W,ANTH,215,,OVERALL,Japanese Popular Culture,,75,70.4,15.006304981,90.0,0.0,3,2,2,9,7,6,13,10,19,3,1
UBCV,2021,W,ANTH,217,,002,Culture and Communication,Amirpouyan Shiva;Inbar Av-Shalom;Jad Brake;Patrick Moore,70,73.942857143,17.092998579,94.0,0.0,3,2,1,1,4,5,14,12,14,8,6
UBCV,2021,W,ANTH,217,,OVERALL,Culture and Communication,,70,73.942857143,17.092998579,94.0,0.0,3,2,1,1,4,5,14,12,14,8,6
UBCV,2021,W,ANTH,220,,002,First Nations of British Columbia,Charles Menzies;Cheyanne Connell;Malika Hays;Sarah Raven,154,81.207792208,12.206114039,100.0,5.0,3,2,0.0,3,4,5,13,10,44,48,22
UBCV,2021,W,ANTH,220,,OVERALL,First Nations of British Columbia,,154,81.207792208,12.206114039,100.0,5.0,3,2,0.0,3,4,5,13,10,44,48,22
UBCV,2021,W,ANTH,227,,001,Introduction to Medical Anthropology,Jad Brake;Jan Lim;Josephine Klein;Vinay Ramnath Kamat,116,76.137931034,10.101998555,93.0,9.0,1,0.0,2,5,11,6,23,27,19,16,6
UBCV,2021,W,ANTH,227,,OVERALL,Introduction to Medical Anthropology,,116,76.137931034,10.101998555,93.0,9.0,1,0.0,2,5,11,6,23,27,19,16,6
UBCV,2021,W,ANTH,300,A,001,Contemporary Anthropological Theory,Amirpouyan Shiva;Sarah Raven;Shaylih Muehlmann,44,78.818181818,6.868440557,89.0,56.0,0,0,1,1,0.0,4,4,9,16,9,0
UBCV,2021,W,ANTH,300,A,OVERALL,Contemporary Anthropological Theory,,44,78.818181818,6.868440557,89.0,56.0,0,0,1,1,0.0,4,4,9,16,9,0
UBCV,2021,W,ANTH,300,B,002,Contemporary Anthropological Theory,Amirpouyan Shiva;Sophie Mckenzie,39,72.384615385,19.892626754,95.0,0.0,3,1,0,0,3,2,3,14,8,2,3
UBCV,2021,W,ANTH,300,B,OVERALL,Contemporary Anthropological Theory,,39,72.384615385,19.892626754,95.0,0.0,3,1,0,0,3,2,3,14,8,2,3
UBCV,2021,W,ANTH,303,C,200,Ethnography of Special Areas,Andrew Martindale,42,77.023809524,17.934145244,95.0,7.0,3,0,0,0,3,2,4,4,8,13,5
UBCV,2021,W,ANTH,303,C,OVERALL,Ethnography of Special Areas,,42,77.023809524,17.934145244,95.0,7.0,3,0,0,0,3,2,4,4,8,13,5
UBCV,2021,W,ANTH,303,D,001,Ethnography of Special Areas,Hugh Phillimore Gusterson;Kate Kingsbury,33,83.575757576,12.922921262,97.0,39.0,1,0,1,2,0,0,2,3,3,8,13
UBCV,2021,W,ANTH,303,D,OVERALL,Ethnography of Special Areas,,33,83.575757576,12.922921262,97.0,39.0,1,0,1,2,0,0,2,3,3,8,13
UBCV,2021,W,ANTH,308,,001,Ethnography of Sub-Saharan Africa,Josephine Klein;Vinay Ramnath Kamat,50,74.9,14.416897682,90.0,18.0,3,1,1,0.0,5,2,7,10,9,8,4
UBCV,2021,W,ANTH,308,,OVERALL,Ethnography of Sub-Saharan Africa,,50,74.9,14.416897682,90.0,18.0,3,1,1,0.0,5,2,7,10,9,8,4
UBCV,2021,W,ANTH,315,,002,Japanese Culture and Society,Christopher Smith;Millie Creighton;Simon Nantais,48,72.791666667,14.445728712,89.0,0.0,2,1,0.0,3,2,8,7,13,6,6,0
UBCV,2021,W,ANTH,315,,OVERALL,Japanese Culture and Society,,48,72.791666667,14.445728712,89.0,0.0,2,1,0.0,3,2,8,7,13,6,6,0
UBCV,2021,W,ANTH,317,A,002,Linguistic Anthropology,Huabin Zhou;Patrick Moore,52,72.538461538,22.11508361,95.0,0.0,5,0.0,1,3,1,4,7,4,10,15,2
UBCV,2021,W,ANTH,317,A,OVERALL,Linguistic Anthropology,,52,72.538461538,22.11508361,95.0,0.0,5,0.0,1,3,1,4,7,4,10,15,2
UBCV,2021,W,ANTH,332,,001,Oral Tradition,Bruce Miller,26,66.269230769,22.855297316,96.0,0.0,3,4,1,1,3,2,2,2,3,1,4
UBCV,2021,W,ANTH,332,,OVERALL,Oral Tradition,,26,66.269230769,22.855297316,96.0,0.0,3,4,1,1,3,2,2,2,3,1,4
UBCV,2021,W,ANTH,341,A,001,"Museums, Heritage and Memory",Caitlin Gordon-Walker,45,70.777777778,18.170766843,90.0,0.0,4,1,0,4,0,3,10,10,5,7,1
UBCV,2021,W,ANTH,341,A,OVERALL,"Museums, Heritage and Memory",,45,70.777777778,18.170766843,90.0,0.0,4,1,0,4,0,3,10,10,5,7,1
UBCV,2021,W,ANTH,351,A,001,Ethnography of the Pacific Islands: Melanesia,David Ryniker,18,71.222222222,12.066265837,91.0,42.0,1,0,1,1,4,3,2,0,3,2,1
UBCV,2021,W,ANTH,351,A,OVERALL,Ethnography of the Pacific Islands: Melanesia,,18,71.222222222,12.066265837,91.0,42.0,1,0,1,1,4,3,2,0,3,2,1
UBCV,2021,W,ANTH,360,,100,Introduction to Ecological Anthropology,Michelle Hepburn;Tracey Heatherington,67,79.76119403,5.131865844,93.0,69.0,0,0,0,0,0,4,10,17,23,11,2
UBCV,2021,W,ANTH,360,,OVERALL,Introduction to Ecological Anthropology,,67,79.76119403,5.131865844,93.0,69.0,0,0,0,0,0,4,10,17,23,11,2
UBCV,2021,W,ANTH,378,,002,Anthropology of Media,Alisha Wilkinson;Amirpouyan Shiva;Ana Carolina Miranda,105,73.771428571,8.17860382,90.0,33.0,1,0.0,5,2,8,20,20,20,22,5,2
UBCV,2021,W,ANTH,378,,OVERALL,Anthropology of Media,,105,73.771428571,8.17860382,90.0,33.0,1,0.0,5,2,8,20,20,20,22,5,2
UBCV,2021,W,ANTH,400,A,001,History of Anthropology,Bruce Miller;Vinay Ramnath Kamat;William Mckellin,25,67.48,29.484628764,93.0,0.0,5,0,0,0,1,0,3,3,5,7,1
UBCV,2021,W,ANTH,400,A,OVERALL,History of Anthropology,,25,67.48,29.484628764,93.0,0.0,5,0,0,0,1,0,3,3,5,7,1
UBCV,2021,W,ANTH,400,B,002,History of Anthropology,Amirpouyan Shiva;Vinay Ramnath Kamat;Younus Mushtaq Ahmed,45,76.022222222,10.840766681,90.0,31.0,1,2,1,0.0,2,1,5,9,21,2,1
UBCV,2021,W,ANTH,400,B,OVERALL,History of Anthropology,,45,76.022222222,10.840766681,90.0,31.0,1,2,1,0.0,2,1,5,9,21,2,1
UBCV,2021,W,ANTH,407,,100,Principles of Field Work,Amirpouyan Shiva;Maeve Mcallister,38,76.315789474,14.941517096,93.0,0.0,1,0,1,1,0,6,2,12,6,5,4
UBCV,2021,W,ANTH,407,,OVERALL,Principles of Field Work,,38,76.315789474,14.941517096,93.0,0.0,1,0,1,1,0,6,2,12,6,5,4
UBCV,2021,W,ANTH,418,,002,Anthropological Statistics,Zhichun Jing,21,81.095238095,18.484871549,94.0,29.0,2,0,0,1,0,0,0,1,1,9,7
UBCV,2021,W,ANTH,418,,OVERALL,Anthropological Statistics,,21,81.095238095,18.484871549,94.0,29.0,2,0,0,1,0,0,0,1,1,9,7
UBCV,2021,W,ANTH,431,C,100,Museum Practice and Curatorship,Emily Leischner;Jennifer Kramer;Susan Rowley,20,76.15,19.320768754,87.0,0.0,1,0,0,1,1,1,2,1,5,8,0
UBCV,2021,W,ANTH,431,C,OVERALL,Museum Practice and Curatorship,,20,76.15,19.320768754,87.0,0.0,1,0,0,1,1,1,2,1,5,8,0
UBCV,2021,W,ANTH,451,,001,Conservation of Organic Materials,,15,86.533333333,4.068461743,94.0,79.0,0,0,0,0,0,0,0,1,3,7,4
UBCV,2021,W,ANTH,451,,OVERALL,Conservation of Organic Materials,,15,86.533333333,4.068461743,94.0,79.0,0,0,0,0,0,0,0,1,3,7,4
UBCV,2021,W,ANTH,461,,002,Anthropological Study of Local Ecological Knowledge,Charles Menzies,12,79.416666667,25.871916446,93.0,0.0,1,0,0,0,0,1,0,1,1,2,6
UBCV,2021,W,ANTH,461,,OVERALL,Anthropological Study of Local Ecological Knowledge,,12,79.416666667,25.871916446,93.0,0.0,1,0,0,0,0,1,0,1,1,2,6
UBCV,2021,W,ANTH,500,,001,History of Anthropological Thought,Carole Blackburn;Gaston Gordillo,11,81.818181818,17.531789309,92.0,46.0,2,0,0,0,0,0,0,0,0,2,7
UBCV,2021,W,ANTH,500,,OVERALL,History of Anthropological Thought,,11,81.818181818,17.531789309,92.0,46.0,2,0,0,0,0,0,0,0,0,2,7
UBCV,2021,W,ANTH,516,,002,Qualitative Methods in Anthropology,Hugh Phillimore Gusterson;Leslie Robertson;Patrick Moore,16,92.875,1.927865832,96.0,88.0,0,0,0,0,0,0,0,0,0,1,15
UBCV,2021,W,ANTH,516,,OVERALL,Qualitative Methods in Anthropology,,16,92.875,1.927865832,96.0,88.0,0,0,0,0,0,0,0,0,0,1,15
UBCV,2021,W,ANTH,540,A,001,Advanced Seminar,Wade Davis,13,82.846153846,17.756905482,95.0,25.0,1,0,0,0,0,0,0,0,3,6,3
UBCV,2021,W,ANTH,540,A,OVERALL,Advanced Seminar,,13,82.846153846,17.756905482,95.0,25.0,1,0,0,0,0,0,0,0,3,6,3
UBCV,2021,W,ANTH,540,B,001,Advanced Seminar,Alexia Bloch,7,89.0,2.828427125,94.0,87.0,0,0,0,0,0,0,0,0,0,5,2
UBCV,2021,W,ANTH,540,B,OVERALL,Advanced Seminar,,7,89.0,2.828427125,94.0,87.0,0,0,0,0,0,0,0,0,0,5,2
UBCV,2021,W,ANTH,545,B,001,Graduate Research Seminar,,6,84.666666667,17.281975196,95.0,50.0,0,,,,,,,,,2,3
UBCV,2021,W,ANTH,545,B,OVERALL,Graduate Research Seminar,,9,86.111111111,13.860415258,95.0,50.0,0,,,,,,,,,3,5
